Gene,logFC,p_value,adj_p,ID,Gene symbol,Gene title
223354_x_at,-0.8984508783846117,7.836250987921099e-05,0.0005191805125742,223354_x_at,MFF,mitochondrial fission factor
242609_x_at,0.0856467221572403,7.843115201397925e-05,0.0005195647342846,242609_x_at,,
212506_at,-0.789848644816745,7.84537324443834e-05,0.0005196512455196,212506_at,PICALM,phosphatidylinositol binding clathrin assembly protein
242741_x_at,0.1758063901521489,7.850699939972671e-05,0.0005199409683579,242741_x_at,,
225056_at,1.1701362176142505,7.853627709618621e-05,0.0005200717626344,225056_at,SIPA1L2,signal induced proliferation associated 1 like 2
1569629_x_at,0.1022938805390309,7.855085254555656e-05,0.000520105177858,1569629_x_at,LOC389906,zinc finger protein 839 pseudogene
208891_at,-1.6054861426425315,7.86237290943216e-05,0.0005204614324122,208891_at,DUSP6,dual specificity phosphatase 6
204329_s_at,0.2669088733042999,7.861917035935824e-05,0.0005204614324122,204329_s_at,ZNF202,zinc finger protein 202
209789_at,-1.760032368372742,7.863526041465e-05,0.0005204746396035,209789_at,CORO2B,coronin 2B
217924_at,-0.8646497124157237,7.868861047607527e-05,0.0005207646018156,217924_at,C6orf106,chromosome 6 open reading frame 106
225113_at,-1.1530028019010192,7.883051251018122e-05,0.0005215772266084,225113_at,AGPS,alkylglycerone phosphate synthase
239831_at,0.7327002683953605,7.882474812956422e-05,0.0005215772266084,239831_at,TMEM106C,transmembrane protein 106C
228452_at,-1.4134936355401582,7.892267291887617e-05,0.0005221237048774,228452_at,GID4,GID complex subunit 4 homolog
223604_at,0.3911773598902703,7.895403651044667e-05,0.0005222678897956,223604_at,GARNL3,GTPase activating Rap/RanGAP domain like 3
31845_at,1.1084371155214925,7.89951245181186e-05,0.0005224763573769,31845_at,ELF4,E74 like ETS transcription factor 4
230700_at,0.7481404716153852,7.917394807519346e-05,0.0005235956515201,230700_at,RTN4RL1,reticulon 4 receptor like 1
226796_at,-1.8854543304242075,7.925504661553035e-05,0.0005240684745855,226796_at,ABHD15,abhydrolase domain containing 15
215758_x_at,0.1213886192997741,7.928385885764206e-05,0.0005241954854744,215758_x_at,ZNF93,zinc finger protein 93
203459_s_at,0.5302130755763592,7.931492123274279e-05,0.0005243373408384,203459_s_at,VPS16,"VPS16, CORVET/HOPS core subunit"
228064_at,0.913182134253395,7.939160587172887e-05,0.0005247807262774,228064_at,LRRC75B,leucine rich repeat containing 75B
225937_at,0.3090689189326889,7.96185452781978e-05,0.0005262170722618,225937_at,CUX1,cut like homeobox 1
218662_s_at,1.891833888655542,7.96732013193568e-05,0.0005265145483483,218662_s_at,NCAPG,non-SMC condensin I complex subunit G
200099_s_at,-0.4922189408766932,7.991803834896516e-05,0.0005280046743793,200099_s_at,SNORD73A///RPS3A,"small nucleolar RNA, C/D box 73A///ribosomal protein S3A"
221802_s_at,1.6386018314903827,7.991133126917315e-05,0.0005280046743793,221802_s_at,SHTN1,shootin 1
235999_at,0.80427548016233,7.996895114637541e-05,0.0005282705205808,235999_at,,
225239_at,1.7260857275509078,7.997763446673057e-05,0.0005282705205808,225239_at,MIR612///NEAT1,microRNA 612///nuclear paraspeckle assembly transcript 1 (non-protein coding)
242959_at,-1.38332299701301,8.013614718060061e-05,0.0005292534822083,242959_at,,
243433_at,0.404936293281676,8.018395496913686e-05,0.0005295051516346,243433_at,ARHGAP30,Rho GTPase activating protein 30
202001_s_at,-0.7567611561323542,8.02186588348374e-05,0.000529670237182,202001_s_at,NDUFA6,NADH:ubiquinone oxidoreductase subunit A6
243861_at,0.157389822212103,8.030300143175976e-05,0.0005301629992916,243861_at,FNIP1,folliculin interacting protein 1
228724_at,-1.9670246634654989,8.033404235386454e-05,0.0005303037853932,228724_at,TTLL7,tubulin tyrosine ligase like 7
231550_at,0.7364768283506793,8.043732432953677e-05,0.0005309213598478,231550_at,XYLT2,xylosyltransferase 2
227306_at,-1.3683961722205886,8.046655146357316e-05,0.0005310500498585,227306_at,ACER2,alkaline ceramidase 2
243933_at,1.0290250147613094,8.051870464447048e-05,0.0005313108280448,243933_at,,
202032_s_at,-0.6290790030707019,8.05255349051232e-05,0.0005313108280448,202032_s_at,MAN2A2,mannosidase alpha class 2A member 2
222983_s_at,-0.8810390599598401,8.057244516492387e-05,0.0005315560842084,222983_s_at,PAIP2,poly(A) binding protein interacting protein 2
202889_x_at,0.511761878915725,8.060411435833238e-05,0.0005317007442063,202889_x_at,MAP7,microtubule associated protein 7
229933_at,0.4195053862494351,8.068765742494541e-05,0.0005321875111294,229933_at,C1orf74,chromosome 1 open reading frame 74
212214_at,-1.0523731582137996,8.070845906832808e-05,0.0005321960840268,212214_at,OPA1,"OPA1, mitochondrial dynamin like GTPase"
209232_s_at,0.4106109748767004,8.070693910004101e-05,0.0005321960840268,209232_s_at,DCTN5,dynactin subunit 5
213614_x_at,-0.2113693223699044,8.076721475777077e-05,0.0005325191851007,213614_x_at,EEF1A1,eukaryotic translation elongation factor 1 alpha 1
1570124_at,-1.8415041726934351,8.081812474443434e-05,0.0005327904856174,1570124_at,SLC29A4,solute carrier family 29 member 4
230892_at,0.8142124576018084,8.087757910592984e-05,0.0005331180422732,230892_at,,
223162_s_at,0.5207150984213724,8.089580706905586e-05,0.0005331738019589,223162_s_at,KIAA1147,KIAA1147
237884_x_at,0.1674866304547522,8.091749284563206e-05,0.0005332523354288,237884_x_at,TRPM7,transient receptor potential cation channel subfamily M member 7
224653_at,-1.225007537975113,8.094412612844264e-05,0.0005332990656644,224653_at,EIF4EBP2,eukaryotic translation initiation factor 4E binding protein 2
231715_s_at,0.3637598986119945,8.093822886205691e-05,0.0005332990656644,231715_s_at,MIR6741///PYCR2,microRNA 6741///pyrroline-5-carboxylate reductase family member 2
226703_at,0.2268960744066714,8.097266935623191e-05,0.0005333933943135,226703_at,NEURL4,neuralized E3 ubiquitin protein ligase 4
1557242_at,0.4879632219309955,8.097798906689541e-05,0.0005333933943135,1557242_at,,
203007_x_at,0.8537433785214903,8.10218359601933e-05,0.0005336178092037,203007_x_at,LYPLA1,lysophospholipase I
241428_x_at,-1.9441737619819044,8.114877056629987e-05,0.0005343893277917,241428_x_at,TCEA2,transcription elongation factor A2
203543_s_at,-2.592543884149885,8.123235501494779e-05,0.0005348752206974,203543_s_at,KLF9,Kruppel like factor 9
223166_x_at,0.3530655453914075,8.128219206637294e-05,0.0005351388131231,223166_x_at,RABL6,"RAB, member RAS oncogene family-like 6"
54051_at,0.314269042113688,8.140493272181773e-05,0.0005358822606469,54051_at,PKNOX1,PBX/knotted 1 homeobox 1
235556_at,-1.0169430182358594,8.155780862870683e-05,0.0005368238829168,235556_at,CREBRF,CREB3 regulatory factor
1557651_x_at,0.4932015165073546,8.157964378921622e-05,0.0005368381213373,1557651_x_at,GALE,UDP-galactose-4-epimerase
1553666_at,0.0760019160644764,8.157575158929945e-05,0.0005368381213373,1553666_at,CCDC34,coiled-coil domain containing 34
225490_at,0.6297797639745468,8.161128976779183e-05,0.000536981625586,225490_at,ARID2,AT-rich interaction domain 2
214881_s_at,0.276398311290722,8.18156297471898e-05,0.0005382286717797,214881_s_at,UBTF,"upstream binding transcription factor, RNA polymerase I"
203836_s_at,-1.0559985833156125,8.182054067969237e-05,0.0005382286717797,203836_s_at,MAP3K5,mitogen-activated protein kinase kinase kinase 5
229241_at,-2.042535294115384,8.183743280956634e-05,0.0005382749150775,229241_at,LDHD,lactate dehydrogenase D
230430_at,0.7610406909270333,8.184730940419731e-05,0.0005382750090338,230430_at,ENTPD2,ectonucleoside triphosphate diphosphohydrolase 2
242837_at,1.140185468473982,8.190396965342182e-05,0.0005385827421342,242837_at,SRSF4,serine and arginine rich splicing factor 4
201518_at,0.6141769928800898,8.197311664020204e-05,0.0005389725012776,201518_at,CBX1,chromobox 1
211081_s_at,0.9950384534066776,8.19893363812326e-05,0.0005390142122803,211081_s_at,MAP4K5,mitogen-activated protein kinase kinase kinase kinase 5
222551_s_at,0.4749242692935529,8.207074295192183e-05,0.0005394844128113,222551_s_at,C8orf33,chromosome 8 open reading frame 33
237768_x_at,1.3684157114920783,8.230463500776136e-05,0.000540833122712,237768_x_at,,
241403_at,1.2586585047992092,8.2287308489994e-05,0.000540833122712,241403_at,CLK4,CDC like kinase 4
208735_s_at,-0.5242268429705881,8.230564717649777e-05,0.000540833122712,208735_s_at,CTDSP2,CTD small phosphatase 2
202564_x_at,-1.4358450504270346,8.232947545035718e-05,0.0005409245745281,202564_x_at,ARL2,ADP ribosylation factor like GTPase 2
209895_at,-1.6306461945763586,8.237478391139036e-05,0.0005410919883379,209895_at,PTPN11,"protein tyrosine phosphatase, non-receptor type 11"
1563978_at,0.0521959050288431,8.236597614999072e-05,0.0005410919883379,1563978_at,,
204048_s_at,-1.2760883199999995,8.24715397202187e-05,0.0005416623545595,204048_s_at,PHACTR2,phosphatase and actin regulator 2
200717_x_at,-0.3095442134502288,8.266065832341574e-05,0.0005428391373641,200717_x_at,RPL7,ribosomal protein L7
204140_at,-1.0123323999343905,8.271348149314224e-05,0.0005431206817148,204140_at,TPST1,tyrosylprotein sulfotransferase 1
233841_s_at,1.1071550198178777,8.278882136106909e-05,0.0005435499917076,233841_s_at,SUDS3,"SDS3 homolog, SIN3A corepressor complex component"
243667_at,0.7423102670610859,8.28693835606049e-05,0.0005440134815196,243667_at,,
204718_at,-0.5887350750248865,8.289995897019143e-05,0.0005441487505272,204718_at,EPHB6,EPH receptor B6
216525_x_at,0.6250951702539611,8.294050541149323e-05,0.0005442839779793,216525_x_at,PMS2P3,"PMS1 homolog 2, mismatch repair system component pseudogene 3"
242240_at,1.6402681588122192,8.293755013149777e-05,0.0005442839779793,242240_at,,
227808_at,-1.647184023964368,8.318968572423557e-05,0.0005458535533954,227808_at,DNAJC15,DnaJ heat shock protein family (Hsp40) member C15
239587_at,-1.9529945378133484,8.350719940942425e-05,0.0005478710706295,239587_at,TLR3,toll like receptor 3
203640_at,-1.5641269571057697,8.354469341035494e-05,0.000548051180486,203640_at,MBNL2,muscleblind like splicing regulator 2
224773_at,-0.914041350570133,8.357350324134648e-05,0.0005481742859523,224773_at,NAV1,neuron navigator 1
202574_s_at,0.6781919406889143,8.364653384476125e-05,0.0005485873793214,202574_s_at,CSNK1G2,casein kinase 1 gamma 2
1557675_at,1.2012891861985295,8.368313948382314e-05,0.0005487615126622,1557675_at,RAF1,"Raf-1 proto-oncogene, serine/threonine kinase"
226024_at,-0.8286301586544154,8.36934891697312e-05,0.0005487634485097,226024_at,COMMD1,copper metabolism domain containing 1
212233_at,-1.558062223531107,8.377327363030839e-05,0.000549220600777,212233_at,MAP1B,microtubule associated protein 1B
1562529_s_at,1.085768407789029,8.39162081113895e-05,0.0005500916073158,1562529_s_at,,
243512_x_at,0.979955649477378,8.394705463725506e-05,0.0005502277284792,243512_x_at,,
222741_s_at,0.7136999567471713,8.404884169010248e-05,0.0005508287380648,222741_s_at,SAYSD1,SAYSVFN motif domain containing 1
1556821_x_at,1.5483192286894782,8.40643487790612e-05,0.0005508642204361,1556821_x_at,DLEU2,deleted in lymphocytic leukemia 2 (non-protein coding)
207223_s_at,0.2005769234230721,8.427989585540047e-05,0.0005520778247589,207223_s_at,PTBP3,polypyrimidine tract binding protein 3
212276_at,-1.1944149364095056,8.427941279264974e-05,0.0005520778247589,212276_at,LPIN1,lipin 1
211974_x_at,-0.553150006334274,8.42650485257168e-05,0.0005520778247589,211974_x_at,RBPJ,recombination signal binding protein for immunoglobulin kappa J region
223628_at,0.3379443975667464,8.434514716909521e-05,0.0005524389520391,223628_at,TMEM191A,transmembrane protein 191A (pseudogene)
239881_at,0.0734495297805399,8.436061970219041e-05,0.0005524739936076,239881_at,,
223861_at,0.7288706226809909,8.439703767199302e-05,0.0005526461810557,223861_at,HORMAD1,HORMA domain containing 1
228539_at,0.4578555930944565,8.44455284910112e-05,0.000552897372782,228539_at,,
212609_s_at,-1.1706271327285052,8.455887129867108e-05,0.0005535730642449,212609_s_at,AKT3,AKT serine/threonine kinase 3
1556950_s_at,1.3700588987115427,8.460055434136076e-05,0.0005537795221152,1556950_s_at,SERPINB6,serpin family B member 6
230086_at,0.1017885933382372,8.465029126475896e-05,0.0005540038298723,230086_at,FNBP1,formin binding protein 1
219047_s_at,0.6385264323184399,8.465512268702406e-05,0.0005540038298723,219047_s_at,ZNF668,zinc finger protein 668
209534_x_at,0.7047693189389106,8.472527892218918e-05,0.0005543964750382,209534_x_at,AKAP13,A-kinase anchoring protein 13
203391_at,0.5664385939236416,8.474615486309098e-05,0.0005544666010875,203391_at,FKBP2,FK506 binding protein 2
202109_at,1.205846108992084,8.496875353575595e-05,0.0005558563585314,202109_at,ARFIP2,ADP ribosylation factor interacting protein 2
216218_s_at,-1.1783274621187785,8.50023649051149e-05,0.000556009596615,216218_s_at,PLCL2,phospholipase C like 2
219528_s_at,0.701152872160069,8.512243155158959e-05,0.0005567282434576,219528_s_at,BCL11B,B-cell CLL/lymphoma 11B
230685_at,0.3024378830656125,8.520739159117531e-05,0.0005571503804546,230685_at,LOC101929964///LINC01184,uncharacterized LOC101929964///long intergenic non-protein coding RNA 1184
242808_at,0.5673068547307683,8.520669513190189e-05,0.0005571503804546,242808_at,,
209980_s_at,-2.281570624337104,8.52300373626252e-05,0.0005572316973184,209980_s_at,MIR6778///SHMT1,microRNA 6778///serine hydroxymethyltransferase 1
209454_s_at,0.7114880889213824,8.525601550820643e-05,0.000557334779066,209454_s_at,TEAD3,TEA domain transcription factor 3
207030_s_at,-1.2860975764541855,8.547344072953934e-05,0.0005586892121649,207030_s_at,CSRP2,cysteine and glycine rich protein 2
231262_at,-1.9740599204705929,8.549247219417084e-05,0.0005587466937954,231262_at,,
1562102_at,-1.880903158609733,8.564203463050477e-05,0.0005596571609313,1562102_at,,
204412_s_at,0.4870956604762417,8.57433139268068e-05,0.0005602519251539,204412_s_at,NEFH,neurofilament heavy polypeptide
238034_at,-1.32269362561199,8.585744021803663e-05,0.0005609304799689,238034_at,CANX,calnexin
214106_s_at,1.2903201455989812,8.587962356036783e-05,0.0005610082554519,214106_s_at,GMDS,"GDP-mannose 4,6-dehydratase"
204908_s_at,1.0230858442743216,8.600811638744507e-05,0.0005617803954416,204908_s_at,MIR8085///BCL3,microRNA 8085///B-cell CLL/lymphoma 3
203797_at,0.6106706988325801,8.603753356350301e-05,0.0005619052942877,203797_at,VSNL1,visinin like 1
204108_at,0.8134959707890266,8.608078158316965e-05,0.0005621096848626,204108_at,NFYA,nuclear transcription factor Y subunit alpha
240606_at,0.88320659054299,8.608942735790813e-05,0.0005621096848626,240606_at,,
228067_at,1.4031849623908368,8.610652853478272e-05,0.000562154093409,228067_at,KIAA1211L,KIAA1211 like
218545_at,-0.9267749769785104,8.616320481738042e-05,0.0005624568300116,218545_at,CCDC91,coiled-coil domain containing 91
200741_s_at,-0.4406834858370949,8.622961003149006e-05,0.0005628229952055,200741_s_at,RPS27,ribosomal protein S27
223211_at,-1.622243873847287,8.626470019136111e-05,0.0005629847030663,223211_at,HACL1,2-hydroxyacyl-CoA lyase 1
227972_at,0.324111184902716,8.634563963051397e-05,0.0005634455601857,227972_at,TOR2A,torsin family 2 member A
224906_at,-2.0660827387833685,8.639514337014444e-05,0.0005637011990435,224906_at,ANO6,anoctamin 6
204823_at,-2.072083274160633,8.659374103737552e-05,0.0005649294515992,204823_at,NAV3,neuron navigator 3
203711_s_at,-1.2065481383427592,8.660802780000756e-05,0.0005649551272016,203711_s_at,HIBCH,3-hydroxyisobutyryl-CoA hydrolase
220983_s_at,0.4081850982239818,8.662904861214118e-05,0.0005650247184753,220983_s_at,MIR612///NEAT1,microRNA 612///nuclear paraspeckle assembly transcript 1 (non-protein coding)
242337_at,1.5550533322839346,8.668311191579675e-05,0.0005652422419656,242337_at,,
200922_at,0.215579843753392,8.667475345427428e-05,0.0005652422419656,200922_at,KDELR1,KDEL endoplasmic reticulum protein retention receptor 1
212139_at,0.5051398634309949,8.681721749838014e-05,0.0005660124933896,212139_at,GCN1,"GCN1, eIF2 alpha kinase activator homolog"
213005_s_at,-2.4341343070367625,8.682197538720075e-05,0.0005660124933896,213005_s_at,KANK1,KN motif and ankyrin repeat domains 1
1569402_at,0.6054839349174213,8.702545868336274e-05,0.000567271289798,1569402_at,MEIS3,Meis homeobox 3
212530_at,-2.043510085021495,8.711474453432038e-05,0.0005677854838713,212530_at,NEK7,NIMA related kinase 7
1570264_at,0.4287718811911771,8.712679842749918e-05,0.0005677962425521,1570264_at,,
219971_at,0.2646132967505612,8.721188501376379e-05,0.0005681934912035,219971_at,IL21R,interleukin 21 receptor
238935_at,-0.9233646977200244,8.720679154356709e-05,0.0005681934912035,238935_at,RPS27L,ribosomal protein S27 like
215612_at,0.4523915609524902,8.722307583450116e-05,0.0005681934912035,215612_at,,
234970_at,1.4876380323354068,8.722939707203118e-05,0.0005681934912035,234970_at,TC2N,"tandem C2 domains, nuclear"
221698_s_at,1.1962698787579198,8.741613061708235e-05,0.0005693418846002,221698_s_at,CLEC7A,C-type lectin domain family 7 member A
213537_at,0.788812854706447,8.743570788542876e-05,0.0005694014438227,213537_at,HLA-DPA1,"major histocompatibility complex, class II, DP alpha 1"
220408_x_at,0.4781920583976209,8.77027071823616e-05,0.0005710720657726,220408_x_at,SUPT20H,"SPT20 homolog, SAGA complex component"
220999_s_at,0.4087781726583683,8.773391684412693e-05,0.0005711390085204,220999_s_at,CYFIP2,cytoplasmic FMR1 interacting protein 2
211833_s_at,0.7119089704027175,8.773072309076405e-05,0.0005711390085204,211833_s_at,BAX,"BCL2 associated X, apoptosis regulator"
209647_s_at,1.0346537810593874,8.779632592401146e-05,0.000571449632435,209647_s_at,SOCS5,suppressor of cytokine signaling 5
244181_at,1.0079766144004516,8.780257274044185e-05,0.000571449632435,244181_at,,
241347_at,1.0652701379915168,8.78774163376305e-05,0.0005718685473103,241347_at,RNF213,ring finger protein 213
1555351_s_at,0.1904334169553192,8.78884859630113e-05,0.0005718723981133,1555351_s_at,PPHLN1,periphilin 1
243834_at,1.2157929705514707,8.790183263094493e-05,0.0005718910624823,243834_at,TNRC6A,trinucleotide repeat containing 6A
221006_s_at,0.8033692513167416,8.792716524597256e-05,0.0005719876939165,221006_s_at,SNX27,sorting nexin family member 27
242723_at,0.2159995835418522,8.799215020043731e-05,0.0005723422197341,242723_at,,
201979_s_at,0.0540482929326957,8.800573032131394e-05,0.0005723623397529,201979_s_at,PPP5C,protein phosphatase 5 catalytic subunit
229624_at,0.3848613697539607,8.803248504342043e-05,0.0005724681283432,229624_at,OPA3,"optic atrophy 3 (autosomal recessive, with chorea and spastic paraplegia)"
203329_at,-1.8401083001204783,8.809200969064244e-05,0.0005727869665124,203329_at,PTPRM,"protein tyrosine phosphatase, receptor type M"
212208_at,0.7211275561385753,8.811598579046707e-05,0.0005728746144678,212208_at,MED13L,mediator complex subunit 13 like
53076_at,0.3679154617828093,8.812682985575465e-05,0.0005728768754999,53076_at,B4GALT7,"beta-1,4-galactosyltransferase 7"
209868_s_at,-1.8291467536753387,8.825612347835089e-05,0.0005736490369566,209868_s_at,RBMS1,RNA binding motif single stranded interacting protein 1
214203_s_at,0.715993032259048,8.837115311931383e-05,0.0005743283122289,214203_s_at,LOC102724788///PRODH,"proline dehydrogenase 1, mitochondrial///proline dehydrogenase 1"
224064_s_at,-1.9922291709304292,8.839812444057254e-05,0.0005743668135526,224064_s_at,DHDDS,dehydrodolichyl diphosphate synthase subunit
242481_at,0.2808506870186651,8.839761917520247e-05,0.0005743668135526,242481_at,,
204985_s_at,0.6808442195265831,8.88061112043864e-05,0.0005769490231429,204985_s_at,TRAPPC6A,trafficking protein particle complex 6A
234552_at,0.2585528654389146,8.885314382392822e-05,0.0005771858767872,234552_at,EPPK1,epiplakin 1
1556462_a_at,0.0501427757499972,8.88900545342246e-05,0.0005773569304323,1556462_a_at,,
228873_at,0.2873386214903801,8.89447355360487e-05,0.0005776433508831,228873_at,COL22A1,collagen type XXII alpha 1 chain
229587_at,-0.7520740662573528,8.917215762491851e-05,0.0005790514207032,229587_at,UBA2,ubiquitin like modifier activating enzyme 2
237741_at,0.7759037350492051,8.938158277454085e-05,0.0005803423038605,237741_at,SLC25A36,solute carrier family 25 member 36
240174_at,1.3931174958467194,8.939895041849267e-05,0.000580386025323,240174_at,,
204281_at,0.5945619738478491,8.94136072582068e-05,0.0005804121396938,204281_at,TEAD4,TEA domain transcription factor 4
229784_at,0.6192794122245453,8.944101316876947e-05,0.0005805209962823,229784_at,MIR424///MIR503HG,microRNA 424///MIR503 host gene
1555463_a_at,0.305998117619346,8.94811665305845e-05,0.0005807125550621,1555463_a_at,CHD6,chromodomain helicase DNA binding protein 6
213061_s_at,-0.988139139180995,8.953963964718657e-05,0.0005810229452269,213061_s_at,NTAN1,N-terminal asparagine amidase
210168_at,-2.032755322132915,8.96269893191861e-05,0.0005815206193594,210168_at,C6,complement component 6
241438_at,0.3775014099225111,8.965387186246775e-05,0.0005816258971094,241438_at,,
212230_at,-2.769030484139706,9.016909123121277e-05,0.0005848988388766,212230_at,PLPP3,phospholipid phosphatase 3
202187_s_at,-1.64957713251753,9.020670119412388e-05,0.0005850732673171,202187_s_at,PPP2R5A,protein phosphatase 2 regulatory subunit B'alpha
40472_at,0.8913931025197961,9.02905583314249e-05,0.0005855475740459,40472_at,LPCAT4,lysophosphatidylcholine acyltransferase 4
205462_s_at,0.1397590028625592,9.033724473203706e-05,0.0005857807390079,205462_s_at,HPCAL1,hippocalcin like 1
225176_at,-1.1702044951855193,9.038005764597072e-05,0.0005859887344095,225176_at,LNPEP,leucyl and cystinyl aminopeptidase
202841_x_at,0.4951171056549741,9.042544358337462e-05,0.0005862133608904,202841_x_at,OGFR,opioid growth factor receptor
203876_s_at,0.2486669853427616,9.051850758568436e-05,0.0005867469864036,203876_s_at,MMP11,matrix metallopeptidase 11
203650_at,-1.1773898013766972,9.0629031748847e-05,0.0005873323959232,203650_at,PROCR,protein C receptor
220356_at,0.2814346009066719,9.063034204484028e-05,0.0005873323959232,220356_at,CORIN,"corin, serine peptidase"
215313_x_at,0.8863019400158407,9.08604935837103e-05,0.0005887539925567,215313_x_at,HLA-A,"major histocompatibility complex, class I, A"
223650_s_at,-1.4732770963665178,9.09970523845406e-05,0.0005895688653959,223650_s_at,NRBF2,nuclear receptor binding factor 2
205193_at,-1.694780671068438,9.140024197020864e-05,0.0005921108375658,205193_at,MAFF,MAF bZIP transcription factor F
231207_at,0.9540451953455884,9.143861827124468e-05,0.0005922891462884,231207_at,,
203186_s_at,-1.8591093200164028,9.155359038799684e-05,0.0005929634994406,203186_s_at,S100A4,S100 calcium binding protein A4
223299_at,0.8561166282596169,9.157139147052328e-05,0.0005930084213419,223299_at,SEC11C,"SEC11 homolog C, signal peptidase complex subunit"
233571_x_at,0.8449011253393675,9.160968161203096e-05,0.0005931860022188,233571_x_at,PPDPF,pancreatic progenitor cell differentiation and proliferation factor
213327_s_at,-0.8077210306357454,9.164232685132036e-05,0.0005932332505091,213327_s_at,USP12,ubiquitin specific peptidase 12
225034_at,1.1247679520842784,9.164397350076156e-05,0.0005932332505091,225034_at,ST3GAL1,"ST3 beta-galactoside alpha-2,3-sialyltransferase 1"
215330_at,0.1307428567324668,9.1649586256494e-05,0.0005932332505091,215330_at,,
203151_at,-0.7731898258953596,9.174563931560918e-05,0.0005937845663709,203151_at,MAP1A,microtubule associated protein 1A
212995_x_at,0.6151182887273681,9.182975108748976e-05,0.0005942584757652,212995_x_at,MZT2A///MZT2B///PHGDH,mitotic spindle organizing protein 2A///mitotic spindle organizing protein 2B///phosphoglycerate dehydrogenase
221555_x_at,-1.827951899608033,9.185197874123304e-05,0.0005943318491663,221555_x_at,CDC14B,cell division cycle 14B
202725_at,0.7824058266979614,9.216386280160526e-05,0.0005962792161982,202725_at,POLR2A,RNA polymerase II subunit A
236062_at,0.6653722951645937,9.2221174567849e-05,0.0005965792920159,236062_at,,
203703_s_at,0.1598784347731876,9.23120896760204e-05,0.0005970966511528,203703_s_at,TTLL4,tubulin tyrosine ligase like 4
221680_s_at,0.5167964032454746,9.244800970501088e-05,0.0005979049557636,221680_s_at,ETV7,ETS variant 7
202741_at,-0.9083807737867602,9.276450970687062e-05,0.0005996676744393,202741_at,PRKACB,protein kinase cAMP-activated catalytic subunit beta
230130_at,-2.3163303866668565,9.274555703465556e-05,0.0005996676744393,230130_at,SLIT2,slit guidance ligand 2
227467_at,-1.0970968665424206,9.276071897811988e-05,0.0005996676744393,227467_at,RDH10,retinol dehydrogenase 10 (all-trans)
203790_s_at,-2.186104461477944,9.275835257166298e-05,0.0005996676744393,203790_s_at,RIDA,reactive intermediate imine deaminase A homolog
204663_at,-1.2428908983552027,9.280917573805456e-05,0.0005998853626962,204663_at,ME3,malic enzyme 3
206681_x_at,0.4888126900661786,9.285657525281228e-05,0.0006000496117361,206681_x_at,GP2,glycoprotein 2
234735_s_at,1.175343456051471,9.284716279807718e-05,0.0006000496117361,234735_s_at,USP21,ubiquitin specific peptidase 21
218128_at,-0.9677654077567874,9.29064992013644e-05,0.0006003011506938,218128_at,NFYB,nuclear transcription factor Y subunit beta
212325_at,-1.2621158522782814,9.299803423603494e-05,0.0006008214619517,212325_at,LIMCH1,LIM and calponin homology domains 1
225681_at,2.204882138817876,9.303148202598846e-05,0.0006009664170311,225681_at,CTHRC1,collagen triple helix repeat containing 1
224919_at,-0.9388773437262454,9.30742652117028e-05,0.00060117163562,224919_at,MRPS6,mitochondrial ribosomal protein S6
221842_s_at,0.7122798733885762,9.310159177260424e-05,0.0006012769822928,221842_s_at,LOC100506639///ZNF131,uncharacterized LOC100506639///zinc finger protein 131
244779_at,-1.2718307903936623,9.311585875589556e-05,0.0006012979714905,244779_at,ZDHHC2,zinc finger DHHC-type containing 2
222324_at,0.4677921903766959,9.32365906885116e-05,0.0006020063744455,222324_at,,
228758_at,-0.6728019579004512,9.36030274160476e-05,0.000604300879269,228758_at,BCL6,B-cell CLL/lymphoma 6
203423_at,0.9670262283376668,9.363453895006628e-05,0.0006044328209764,203423_at,RBP1,retinol binding protein 1
204729_s_at,0.6248359063472799,9.384584998053698e-05,0.0006057252419687,204729_s_at,STX1A,syntaxin 1A
226844_at,-1.517832900889708,9.422127582355484e-05,0.0006080765062284,226844_at,MOB3B,MOB kinase activator 3B
217491_x_at,-0.4999068200186585,9.464794085937224e-05,0.000610685656007,217491_x_at,COX7C,cytochrome c oxidase subunit 7C
228550_at,0.1617141670955861,9.464189186340851e-05,0.000610685656007,228550_at,RTN4R,reticulon 4 receptor
235642_at,-2.8246453325537377,9.46984081250016e-05,0.0006109390563894,235642_at,,
219079_at,-0.9905137916442328,9.491125345802566e-05,0.00061223984192,219079_at,CYB5R4,cytochrome b5 reductase 4
228131_at,0.6641812220921972,9.49473367588635e-05,0.0006124002237014,228131_at,ERCC1,"ERCC excision repair 1, endonuclease non-catalytic subunit"
217337_at,-0.6856028025763576,9.5023655027565e-05,0.0006128200481802,217337_at,,
226617_at,-1.0584063522053215,9.512749484932077e-05,0.0006134172426017,226617_at,LOC101929356///ARL5A,uncharacterized LOC101929356///ADP ribosylation factor like GTPase 5A
235980_at,-1.0812913957205916,9.515789065574536e-05,0.0006134853912626,235980_at,PIK3CA,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha"
225160_x_at,0.5289224448116512,9.516054384341911e-05,0.0006134853912626,225160_x_at,MDM2,MDM2 proto-oncogene
202075_s_at,-2.2840543171035064,9.527588525332716e-05,0.0006141562748172,202075_s_at,PLTP,phospholipid transfer protein
242582_at,-1.0198348911487605,9.528711290336236e-05,0.0006141562748172,242582_at,,
221640_s_at,0.5688892690294076,9.548596801747954e-05,0.00061532001649,221640_s_at,PIDD1,p53-induced death domain protein 1
